Timestamp,Container_ID,Commodity,Temperature_C,Humidity_%,Vibration_g,Latitude,Longitude,Destination,Market_Price_USD_per_ton,Spoilage_Risk
2026-08-11 04:35:51.306560,C007,Grapes,8.9,66.2,0.49,15.35437,80.854063,Mumbai,1513,High
2026-08-11 04:36:51.306560,C005,Bananas,9.8,85.7,0.5,21.87985,82.276845,Kochi,1488,High
2026-08-11 04:37:51.306560,C006,Bananas,3.5,71.6,0.27,27.641289,79.024396,Chennai,1382,Low
2026-08-11 04:38:51.306560,C003,Mangoes,4.6,72.7,0.27,13.945193,78.553897,Mumbai,1009,Low
2026-08-11 04:39:51.306560,C007,Mangoes,4.9,83.8,0.28,27.629556,82.286973,Hyderabad,1772,Medium
2026-08-11 04:40:51.306560,C004,Grapes,6.6,95.0,0.28,14.18002,83.553385,Hyderabad,2000,High
2026-08-11 04:41:51.306560,C003,Grapes,7.6,86.7,0.37,20.961186,81.203268,Mumbai,1509,Medium
2026-08-11 04:42:51.306560,C007,Mangoes,3.2,91.4,0.17,11.383035,81.111486,Mumbai,859,High
2026-08-11 04:43:51.306560,C004,Bananas,3.7,84.3,0.23,27.531908,86.033854,Chennai,1585,Medium
2026-08-11 04:44:51.306560,C004,Tomatoes,7.9,93.2,0.33,16.266254,76.902817,Hyderabad,1644,High
2026-08-11 04:45:51.306560,C005,Bananas,7.5,88.1,0.3,25.145226,80.518482,Hyderabad,1152,Medium
2026-08-11 04:46:51.306560,C005,Tomatoes,7.1,71.1,0.22,25.498929,74.190974,Bengaluru,1936,Medium
2026-08-11 04:47:51.306560,C005,Tomatoes,3.4,72.2,0.09,11.397134,80.532432,Hyderabad,1903,Low
2026-08-11 04:48:51.306560,C007,Mangoes,6.9,91.0,0.49,21.206146,74.192687,Chennai,930,High
2026-08-11 04:49:51.306560,C004,Avocados,4.8,93.8,0.16,21.030888,74.140971,Bengaluru,1263,High
2026-08-11 04:50:51.306560,C009,Tomatoes,2.7,72.6,0.42,27.609264,75.65479,Mumbai,1200,Low
2026-08-11 04:51:51.306560,C003,Avocados,7.1,80.2,0.36,20.065099,79.720462,Hyderabad,1292,Medium
2026-08-11 04:52:51.306560,C007,Bananas,6.2,77.6,0.38,25.492343,73.615798,Mumbai,1709,Medium
2026-08-11 04:53:51.306560,C007,Avocados,7.8,88.1,0.39,16.326972,84.029488,Bengaluru,1211,Medium
2026-08-11 04:54:51.306560,C004,Bananas,2.0,80.4,0.46,14.286669,74.824705,Hyderabad,2137,Medium
2026-08-11 04:55:51.306560,C004,Bananas,7.2,92.9,0.24,20.582459,73.215034,Kochi,1766,High
2026-08-11 04:56:51.306560,C003,Bananas,4.5,89.5,0.37,9.354715,81.626868,Hyderabad,1095,Medium
2026-08-11 04:57:51.306560,C002,Grapes,3.0,84.2,0.38,25.524432,86.82845,Chennai,1545,Medium
2026-08-11 04:58:51.306560,C006,Tomatoes,9.1,87.7,0.38,11.240386,80.575784,Kochi,2151,High
2026-08-11 04:59:51.306560,C001,Avocados,9.4,93.6,0.38,19.996478,78.428768,Hyderabad,1368,High
2026-08-11 05:00:51.306560,C004,Mangoes,8.7,69.4,0.42,16.266455,79.855428,Kochi,1947,High
2026-08-11 05:01:51.306560,C004,Avocados,9.1,69.2,0.25,13.724804,84.265094,Chennai,1530,High
2026-08-11 05:02:51.306560,C009,Avocados,3.7,81.8,0.17,14.540882,76.886209,Mumbai,1984,Medium
2026-08-11 05:03:51.306560,C008,Avocados,4.0,89.1,0.23,22.004484,82.895989,Kochi,1808,Medium
2026-08-11 05:04:51.306560,C005,Bananas,6.2,67.6,0.32,17.722211,78.252749,Mumbai,1187,Medium
2026-08-11 05:05:51.306560,C010,Grapes,4.4,83.9,0.05,22.337326,72.485042,Mumbai,829,Medium
2026-08-11 05:06:51.306560,C007,Avocados,8.5,66.9,0.23,23.040629,82.503195,Bengaluru,1054,High
2026-08-11 05:07:51.306560,C002,Mangoes,5.4,67.1,0.36,18.076029,77.71198,Mumbai,923,Low
2026-08-11 05:08:51.306560,C007,Bananas,2.4,91.5,0.17,21.433571,83.9841,Chennai,1781,High
2026-08-11 05:09:51.306560,C002,Avocados,5.4,65.6,0.43,24.884855,86.003476,Bengaluru,1825,Low
2026-08-11 05:10:51.306560,C002,Avocados,4.6,80.3,0.3,9.633355,84.511021,Mumbai,1268,Medium
2026-08-11 05:11:51.306560,C002,Mangoes,5.4,82.5,0.12,22.292387,78.596699,Hyderabad,1180,Medium
2026-08-11 05:12:51.306560,C002,Tomatoes,7.2,69.4,0.29,13.280428,85.733376,Kochi,1505,Medium
2026-08-11 05:13:51.306560,C010,Grapes,9.4,72.2,0.18,25.008147,83.867827,Chennai,1489,High
2026-08-11 05:14:51.306560,C002,Bananas,5.3,92.6,0.22,20.369287,76.111901,Kochi,909,High
2026-08-11 05:15:51.306560,C009,Mangoes,4.0,70.7,0.22,26.500475,87.721871,Hyderabad,1901,Low
2026-08-11 05:16:51.306560,C001,Bananas,4.8,69.4,0.47,22.873716,83.114562,Chennai,1224,Low
2026-08-11 05:17:51.306560,C009,Avocados,2.0,79.8,0.16,9.619967,78.566853,Hyderabad,1139,Low
2026-08-11 05:18:51.306560,C004,Bananas,4.8,88.0,0.3,14.828057,80.786833,Bengaluru,2066,Medium
2026-08-11 05:19:51.306560,C006,Grapes,2.7,72.4,0.36,15.280871,83.972734,Kochi,1171,Low
2026-08-11 05:20:51.306560,C002,Avocados,9.4,93.8,0.47,23.274515,83.691571,Mumbai,915,High
2026-08-11 05:21:51.306560,C005,Bananas,8.5,82.8,0.18,15.95035,75.089798,Chennai,1564,High
2026-08-11 05:22:51.306560,C005,Mangoes,2.3,86.9,0.23,25.144451,81.619589,Kochi,2099,Medium
2026-08-11 05:23:51.306560,C001,Avocados,2.8,89.0,0.37,16.086371,79.188922,Hyderabad,1847,Medium
2026-08-11 05:24:51.306560,C008,Bananas,3.7,91.1,0.27,16.843725,82.598451,Kochi,969,High
2026-08-11 05:25:51.306560,C006,Tomatoes,3.5,71.9,0.49,18.826841,74.261865,Bengaluru,1258,Low
2026-08-11 05:26:51.306560,C009,Avocados,7.8,86.4,0.19,26.014896,73.712442,Mumbai,988,Medium
2026-08-11 05:27:51.306560,C009,Bananas,3.0,90.4,0.15,12.238452,85.207737,Bengaluru,1660,High
2026-08-11 05:28:51.306560,C001,Bananas,3.6,73.9,0.13,9.477427,79.642114,Kochi,1059,Low
2026-08-11 05:29:51.306560,C002,Mangoes,2.1,74.8,0.32,11.172474,85.8789,Hyderabad,1623,Low
2026-08-11 05:30:51.306560,C007,Bananas,2.8,79.5,0.4,11.465081,72.885233,Chennai,1068,Low
2026-08-11 05:31:51.306560,C007,Avocados,6.7,77.3,0.37,21.552964,80.268958,Hyderabad,1808,Medium
2026-08-11 05:32:51.306560,C006,Bananas,5.5,85.1,0.22,25.82652,72.209804,Bengaluru,2053,Medium
2026-08-11 05:33:51.306560,C010,Tomatoes,4.0,72.7,0.35,8.188644,81.815033,Bengaluru,1775,Low
2026-08-11 05:34:51.306560,C004,Avocados,8.3,86.3,0.17,20.878831,74.785805,Mumbai,1664,High
2026-08-11 05:35:51.306560,C003,Grapes,5.9,92.6,0.46,21.993109,86.624926,Bengaluru,1530,High
2026-08-11 05:36:51.306560,C010,Avocados,2.6,91.5,0.34,20.756683,80.957224,Hyderabad,1916,High
2026-08-11 05:37:51.306560,C004,Bananas,8.0,89.6,0.11,27.405131,77.944267,Bengaluru,1492,Medium
2026-08-11 05:38:51.306560,C002,Avocados,5.9,83.7,0.29,21.653041,79.409272,Mumbai,1536,Medium
